OrganisationLabel,OrganisationalUnit,TransactionNumber,BeneficiaryName,ExpenseType,PaymentDate,Amount
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624414,BONDCARE WILLINGTON LIMITED,,23/02/2016,1824.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624414,BONDCARE WILLINGTON LIMITED,,23/02/2016,1876.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624414,BONDCARE WILLINGTON LIMITED,,23/02/2016,1876.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624414,BONDCARE WILLINGTON LIMITED,,23/02/2016,1796.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624414,BONDCARE WILLINGTON LIMITED,,23/02/2016,1796.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624414,BONDCARE WILLINGTON LIMITED,,23/02/2016,1796.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624414,BONDCARE WILLINGTON LIMITED,,23/02/2016,1796.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624414,BONDCARE WILLINGTON LIMITED,,23/02/2016,1796.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624414,BONDCARE WILLINGTON LIMITED,,23/02/2016,1648.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624414,BONDCARE WILLINGTON LIMITED,,23/02/2016,1648.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624414,BONDCARE WILLINGTON LIMITED,,23/02/2016,1876.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624414,BONDCARE WILLINGTON LIMITED,,23/02/2016,1812.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624414,BONDCARE WILLINGTON LIMITED,,23/02/2016,1796.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624414,BONDCARE WILLINGTON LIMITED,,23/02/2016,1796.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624414,BONDCARE WILLINGTON LIMITED,,23/02/2016,1648.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624414,BONDCARE WILLINGTON LIMITED,,23/02/2016,776.57
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624414,BONDCARE WILLINGTON LIMITED,,23/02/2016,1035.43
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624414,BONDCARE WILLINGTON LIMITED,,23/02/2016,941.71
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624414,BONDCARE WILLINGTON LIMITED,,23/02/2016,1648.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624414,BONDCARE WILLINGTON LIMITED,,23/02/2016,-1282.86
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624414,BONDCARE WILLINGTON LIMITED,,23/02/2016,-1796.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624414,BONDCARE WILLINGTON LIMITED,,23/02/2016,-529.71
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624414,BONDCARE WILLINGTON LIMITED,,23/02/2016,647.43
Wirral Metropolitan Borough Council,TRANSFORMATION & RESOURCES,1620382,BOOKMYCOURSE LIMITED,,05/02/2016,810.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1625086,BRENNTAG UK LIMITED,,25/02/2016,1225.8
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624416,BRIDGEND COUNTY BOROUGH COUNCIL,,23/02/2016,9230.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624762,BRIDGEND COUNTY BOROUGH COUNCIL,,24/02/2016,9230.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1625874,BRIGHT SMILES DAY NURSERY,,26/02/2016,2177.17
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1625874,BRIGHT SMILES DAY NURSERY,,26/02/2016,3110.25
Wirral Metropolitan Borough Council,TRANSFORMATION & RESOURCES,1625088,BRIMARK SIGNS LIMITED,,25/02/2016,1301.39
Wirral Metropolitan Borough Council,TRANSFORMATION & RESOURCES,1619746,BRITISH GAS BUSINESS,,02/02/2016,871.65
Wirral Metropolitan Borough Council,REGENERATION & ENVIRONMENT,1622611,BRITISH GAS BUSINESS,,15/02/2016,1587.87
Wirral Metropolitan Borough Council,REGENERATION & ENVIRONMENT,1622611,BRITISH GAS BUSINESS,,15/02/2016,1216.42
Wirral Metropolitan Borough Council,REGENERATION & ENVIRONMENT,1622611,BRITISH GAS BUSINESS,,15/02/2016,1186.93
Wirral Metropolitan Borough Council,REGENERATION & ENVIRONMENT,1623543,BRITISH TELECOMMUNICATIONS PLC,,19/02/2016,4954.7
Wirral Metropolitan Borough Council,TRANSFORMATION & RESOURCES,1620160,BRITISH TELECOMMUNICATIONS PLC,,04/02/2016,1543.2
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1622612,BROOK YOUNG PEOPLE,,15/02/2016,15166.66
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1625877,BROOKDALE PRE SCHOOL GROUP,,26/02/2016,-1147.03
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1625877,BROOKDALE PRE SCHOOL GROUP,,26/02/2016,5407.34
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1625877,BROOKDALE PRE SCHOOL GROUP,,26/02/2016,8983.97
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1622895,BROOKFIELD NURSING AGENCY,,16/02/2016,2904.22
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624419,BROOKFIELD NURSING HOME,,23/02/2016,1812.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624419,BROOKFIELD NURSING HOME,,23/02/2016,1812.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624419,BROOKFIELD NURSING HOME,,23/02/2016,1812.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624419,BROOKFIELD NURSING HOME,,23/02/2016,1812.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624419,BROOKFIELD NURSING HOME,,23/02/2016,1812.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1625878,BROOKHURST PRE SCHOOL,,26/02/2016,720.22
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1625878,BROOKHURST PRE SCHOOL,,26/02/2016,9790.11
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1625878,BROOKHURST PRE SCHOOL,,26/02/2016,-3769.76
Wirral Metropolitan Borough Council,REGENERATION & ENVIRONMENT,1624764,BROS LEISURE LIMITED,,24/02/2016,675.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624420,BROTHERS OF CHARITY SERVICES  ,,23/02/2016,4577.4
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1619526,BROTHERS OF CHARITY SERVICES  ,,01/02/2016,565.45
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1619526,BROTHERS OF CHARITY SERVICES  ,,01/02/2016,4130.89
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1620874,BROTHERS OF CHARITY SERVICES  ,,09/02/2016,4696.34
Wirral Metropolitan Borough Council,REGENERATION & ENVIRONMENT,1619954,BROXAP LIMITED,,03/02/2016,603.6
Wirral Metropolitan Borough Council,REGENERATION & ENVIRONMENT,1620388,BROXAP LIMITED,,05/02/2016,-519.6
Wirral Metropolitan Borough Council,REGENERATION & ENVIRONMENT,1620388,BROXAP LIMITED,,05/02/2016,519.6
Wirral Metropolitan Borough Council,TRANSFORMATION & RESOURCES,1620875,BT GLOBAL SERVICES,,09/02/2016,34747.99
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1626218,BUILDING BLOCKS DAY NURSERY,,29/02/2016,8402.62
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1626218,BUILDING BLOCKS DAY NURSERY,,29/02/2016,4776.75
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1626218,BUILDING BLOCKS DAY NURSERY,,29/02/2016,2229.15
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624423,BUPA CARE HOMES,,23/02/2016,1796.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624423,BUPA CARE HOMES,,23/02/2016,1796.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624423,BUPA CARE HOMES,,23/02/2016,1648.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624423,BUPA CARE HOMES,,23/02/2016,1812.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624423,BUPA CARE HOMES,,23/02/2016,1812.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624423,BUPA CARE HOMES,,23/02/2016,1812.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624423,BUPA CARE HOMES,,23/02/2016,1812.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624423,BUPA CARE HOMES,,23/02/2016,1812.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624422,BUPA CARE HOMES,,23/02/2016,1824.76
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624422,BUPA CARE HOMES,,23/02/2016,2437.6
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1626219,BUPA CARE HOMES,,29/02/2016,670.45
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1626219,BUPA CARE HOMES,,29/02/2016,4020.66
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624765,BURD WARD SOLICITORS,,24/02/2016,1615.98
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1625880,BUSY BEES BROMBOROUGH,,26/02/2016,8002.5
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1625880,BUSY BEES BROMBOROUGH,,26/02/2016,5718.24
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1625880,BUSY BEES BROMBOROUGH,,26/02/2016,1369.99
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1625881,BUSY NOUGHT TO FIVES,,26/02/2016,7215.78
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1625881,BUSY NOUGHT TO FIVES,,26/02/2016,1004.7
Wirral Metropolitan Borough Council,REGENERATION & ENVIRONMENT,1624424,BYTES SOFTWARE SERVICES LIMITED,,23/02/2016,73950.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1625095,C L HAIR & BEAUTY LIMITED,,25/02/2016,2000.0
Wirral Metropolitan Borough Council,REGENERATION & ENVIRONMENT,1619748,C&C PLUMBING SERVICES,,02/02/2016,1780.0
Wirral Metropolitan Borough Council,TRANSFORMATION & RESOURCES,1625096,C3 IMAGING LTD,,25/02/2016,14808.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1622897,CACI LIMITED,,16/02/2016,1140.0
Wirral Metropolitan Borough Council,TRANSFORMATION & RESOURCES,1624425,CADASSIST LIMITED,,23/02/2016,23994.0
Wirral Metropolitan Borough Council,REGENERATION & ENVIRONMENT,1625883,CALBARRIE LIMITED,,26/02/2016,507.58
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1619956,CALBARRIE LIMITED,,03/02/2016,1490.4
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1623767,CALDAY GRANGE GRAMMAR SCHOOL (ACADEMY),,22/02/2016,8447.5
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624426,CALDAY GRANGE GRAMMAR SCHOOL (ACADEMY),,23/02/2016,34114.0
Wirral Metropolitan Borough Council,REGENERATION & ENVIRONMENT,1620390,CALOO LIMITED,,05/02/2016,5930.76
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1620162,CAMBRIAN SUPPORTED LIVING,,04/02/2016,13231.0
Wirral Metropolitan Borough Council,REGENERATION & ENVIRONMENT,1623165,CAMBRIAN SUPPORTED LIVING,,17/02/2016,13206.24
Wirral Metropolitan Borough Council,REGENERATION & ENVIRONMENT,1621138,CAMBRIANWAY LTD,,10/02/2016,26414.12
Wirral Metropolitan Borough Council,TRANSFORMATION & RESOURCES,1619528,CANDA COPYING LTD,,01/02/2016,708.4
Wirral Metropolitan Borough Council,REGENERATION & ENVIRONMENT,1619528,CANDA COPYING LTD,,01/02/2016,602.51
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1619528,CANDA COPYING LTD,,01/02/2016,735.28
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1619528,CANDA COPYING LTD,,01/02/2016,594.76
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1619528,CANDA COPYING LTD,,01/02/2016,589.43
Wirral Metropolitan Borough Council,TRANSFORMATION & RESOURCES,1619528,CANDA COPYING LTD,,01/02/2016,859.09
Wirral Metropolitan Borough Council,REGENERATION & ENVIRONMENT,1619528,CANDA COPYING LTD,,01/02/2016,802.9
Wirral Metropolitan Borough Council,TRANSFORMATION & RESOURCES,1619528,CANDA COPYING LTD,,01/02/2016,3459.46
Wirral Metropolitan Borough Council,TRANSFORMATION & RESOURCES,1619528,CANDA COPYING LTD,,01/02/2016,653.71
Wirral Metropolitan Borough Council,REGENERATION & ENVIRONMENT,1619528,CANDA COPYING LTD,,01/02/2016,542.41
Wirral Metropolitan Borough Council,TRANSFORMATION & RESOURCES,1619528,CANDA COPYING LTD,,01/02/2016,597.79
Wirral Metropolitan Borough Council,TRANSFORMATION & RESOURCES,1619528,CANDA COPYING LTD,,01/02/2016,1122.64
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1619528,CANDA COPYING LTD,,01/02/2016,764.92
Wirral Metropolitan Borough Council,REGENERATION & ENVIRONMENT,1624766,CANFORD AUDIO PLC,,24/02/2016,984.0
Wirral Metropolitan Borough Council,TRANSFORMATION & RESOURCES,1620163,CAPITA BUSINESS SERVICES LTD,,04/02/2016,5700.0
Wirral Metropolitan Borough Council,TRANSFORMATION & RESOURCES,1624428,CAPITA BUSINESS SERVICES LTD,,23/02/2016,2878.2
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1623166,CAPITA BUSINESS SERVICES LTD,,17/02/2016,3600.0
Wirral Metropolitan Borough Council,TRANSFORMATION & RESOURCES,1622616,CAPITA BUSINESS SERVICES LTD,,15/02/2016,861.6
Wirral Metropolitan Borough Council,TRANSFORMATION & RESOURCES,1620879,CAPITA BUSINESS SERVICES LTD,,09/02/2016,51579.85
Wirral Metropolitan Borough Council,TRANSFORMATION & RESOURCES,1621460,CAPITA EDUCATION SERVICES,,11/02/2016,5994.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1621460,CAPITA EDUCATION SERVICES,,11/02/2016,40200.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1621460,CAPITA EDUCATION SERVICES,,11/02/2016,-40200.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1622332,CARE CONNECT WIRRAL LTD,,12/02/2016,7592.37
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1620392,CARE UK HOMECARE LIMITED,,05/02/2016,11880.33
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624429,CAREER CONNECT,,23/02/2016,550.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624429,CAREER CONNECT,,23/02/2016,550.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624429,CAREER CONNECT,,23/02/2016,64941.04
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1620164,CAREER CONNECT,,04/02/2016,64941.04
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1622618,CARERS FEDERATION  LIMITED,,15/02/2016,5908.25
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1621462,CAREWATCH CARE SERVICES LIMITED,,11/02/2016,53260.25
Wirral Metropolitan Borough Council,TRANSFORMATION & RESOURCES,1623770,CARL GORTON,,22/02/2016,787.88
Wirral Metropolitan Borough Council,REGENERATION & ENVIRONMENT,CHAPS,CARMET TUG COMPANY,,04/02/2016,147650.0
Wirral Metropolitan Borough Council,REGENERATION & ENVIRONMENT,1622900,CARRINGTONS CATERING LTD,,16/02/2016,813.44
Wirral Metropolitan Borough Council,REGENERATION & ENVIRONMENT,1619959,CARRINGTONS CATERING LTD,,03/02/2016,2908.8
Wirral Metropolitan Borough Council,REGENERATION & ENVIRONMENT,1620165,CARRINGTONS CATERING LTD,,04/02/2016,3034.8
Wirral Metropolitan Borough Council,REGENERATION & ENVIRONMENT,1620394,CARRINGTONS CATERING LTD,,05/02/2016,4218.0
Wirral Metropolitan Borough Council,REGENERATION & ENVIRONMENT,1620664,CARRINGTONS CATERING LTD,,08/02/2016,6296.4
Wirral Metropolitan Borough Council,REGENERATION & ENVIRONMENT,1620664,CARRINGTONS CATERING LTD,,08/02/2016,6044.4
Wirral Metropolitan Borough Council,TRANSFORMATION & RESOURCES,1622335,CATCH 22 CHARITY LIMITED,,12/02/2016,1848.0
Wirral Metropolitan Borough Council,TRANSFORMATION & RESOURCES,1620396,CATCH 22 CHARITY LIMITED,,05/02/2016,1386.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1622622,CATCH 22 CHARITY LIMITED,,15/02/2016,3999.6
Wirral Metropolitan Borough Council,TRANSFORMATION & RESOURCES,1622902,CATCH 22 CHARITY LIMITED,,16/02/2016,4276.8
Wirral Metropolitan Borough Council,TRANSFORMATION & RESOURCES,1625123,CATER WALSH REPORTING LIMITED,,25/02/2016,506.45
Wirral Metropolitan Borough Council,TRANSFORMATION & RESOURCES,1622903,CATHEDRAL LEASING LTD,,16/02/2016,1177.78
Wirral Metropolitan Borough Council,TRANSFORMATION & RESOURCES,1619753,CATHERINE RIMMER,,02/02/2016,512.0
Wirral Metropolitan Borough Council,TRANSFORMATION & RESOURCES,1619753,CATHERINE RIMMER,,02/02/2016,1616.0
Wirral Metropolitan Borough Council,TRANSFORMATION & RESOURCES,1622904,CATHERINE RIMMER,,16/02/2016,648.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1623788,CATHY HAMER ASSOCIATES,,22/02/2016,660.0
Wirral Metropolitan Borough Council,TRANSFORMATION & RESOURCES,1623171,CBC COMPUTER SYSTEMS,,17/02/2016,810.0
Wirral Metropolitan Borough Council,TRANSFORMATION & RESOURCES,1622336,CBC COMPUTER SYSTEMS,,12/02/2016,1953.48
Wirral Metropolitan Borough Council,TRANSFORMATION & RESOURCES,1623789,CBC COMPUTER SYSTEMS,,22/02/2016,7008.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624432,CEDARS CARE GROUP LIMITED,,23/02/2016,1990.2
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1620890,CENTRAL PARK MEDICAL CENTRE,,09/02/2016,1200.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624433,CENTURY HEALTHCARE LIMITED,,23/02/2016,1876.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624433,CENTURY HEALTHCARE LIMITED,,23/02/2016,1876.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624433,CENTURY HEALTHCARE LIMITED,,23/02/2016,1876.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624433,CENTURY HEALTHCARE LIMITED,,23/02/2016,1876.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624433,CENTURY HEALTHCARE LIMITED,,23/02/2016,1876.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624433,CENTURY HEALTHCARE LIMITED,,23/02/2016,1876.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624433,CENTURY HEALTHCARE LIMITED,,23/02/2016,1876.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624433,CENTURY HEALTHCARE LIMITED,,23/02/2016,4758.76
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624433,CENTURY HEALTHCARE LIMITED,,23/02/2016,2680.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624433,CENTURY HEALTHCARE LIMITED,,23/02/2016,1876.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624433,CENTURY HEALTHCARE LIMITED,,23/02/2016,1876.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624433,CENTURY HEALTHCARE LIMITED,,23/02/2016,1876.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624433,CENTURY HEALTHCARE LIMITED,,23/02/2016,1876.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624433,CENTURY HEALTHCARE LIMITED,,23/02/2016,-1876.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624433,CENTURY HEALTHCARE LIMITED,,23/02/2016,-1876.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624433,CENTURY HEALTHCARE LIMITED,,23/02/2016,-1876.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624433,CENTURY HEALTHCARE LIMITED,,23/02/2016,-1876.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624433,CENTURY HEALTHCARE LIMITED,,23/02/2016,-1876.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624433,CENTURY HEALTHCARE LIMITED,,23/02/2016,-1876.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624433,CENTURY HEALTHCARE LIMITED,,23/02/2016,-1876.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624433,CENTURY HEALTHCARE LIMITED,,23/02/2016,-1876.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624433,CENTURY HEALTHCARE LIMITED,,23/02/2016,-1876.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624433,CENTURY HEALTHCARE LIMITED,,23/02/2016,-912.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624433,CENTURY HEALTHCARE LIMITED,,23/02/2016,938.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624433,CENTURY HEALTHCARE LIMITED,,23/02/2016,1876.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624433,CENTURY HEALTHCARE LIMITED,,23/02/2016,-1824.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624433,CENTURY HEALTHCARE LIMITED,,23/02/2016,-1824.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624433,CENTURY HEALTHCARE LIMITED,,23/02/2016,1876.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624433,CENTURY HEALTHCARE LIMITED,,23/02/2016,1876.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624433,CENTURY HEALTHCARE LIMITED,,23/02/2016,-1824.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624433,CENTURY HEALTHCARE LIMITED,,23/02/2016,-1824.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624433,CENTURY HEALTHCARE LIMITED,,23/02/2016,1876.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624433,CENTURY HEALTHCARE LIMITED,,23/02/2016,1876.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624433,CENTURY HEALTHCARE LIMITED,,23/02/2016,-1824.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624433,CENTURY HEALTHCARE LIMITED,,23/02/2016,-1824.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624433,CENTURY HEALTHCARE LIMITED,,23/02/2016,1876.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624433,CENTURY HEALTHCARE LIMITED,,23/02/2016,1876.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624433,CENTURY HEALTHCARE LIMITED,,23/02/2016,-1824.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624433,CENTURY HEALTHCARE LIMITED,,23/02/2016,-1824.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624433,CENTURY HEALTHCARE LIMITED,,23/02/2016,1876.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624433,CENTURY HEALTHCARE LIMITED,,23/02/2016,1876.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624433,CENTURY HEALTHCARE LIMITED,,23/02/2016,-1824.0
